859|8|4
79|5|2
233|1|4
17|8|14
901|5|14
932|9|5
559|1|10
531|5|10
791|1|9
514|10|13
343|8|7
526|8|14
758|2|6
194|7|3
957|8|15
408|4|16
758|7|12
396|10|11
749|10|7
647|8|4
533|4|5
359|3|16
673|5|1
62|1|4
98|5|17
342|10|14
34|10|9
321|1|11
675|4|4
829|9|7
372|6|6
223|1|8
580|9|6
554|9|7
314|5|11
510|2|9
15|5|13
704|3|4
310|1|12
960|3|12
762|4|7
678|7|11
29|6|6
12|6|3
111|4|7
73|1|8
765|5|10
232|1|8
853|5|5
817|8|2
325|6|1
85|7|6
360|10|5
531|5|15
164|10|7
292|7|14
902|3|5
892|10|12
965|4|14
505|8|6
162|9|6
177|1|11
893|8|13
200|9|17
201|2|15
58|9|2
458|6|7
207|9|15
915|7|16
897|6|11
234|6|2
552|2|14
221|9|9
814|7|9
514|5|14
93|6|3
48|8|7
320|7|14
375|5|5
673|7|15
444|3|4
274|4|11
603|6|3
104|2|5
812|9|16
122|3|6
194|3|7
670|5|5
10|5|10
798|5|1
505|6|2
284|10|10
519|3|7
8|3|3
958|3|2
643|7|15
909|2|2
442|10|8
517|6|7
200|9|4
973|11|18
973|12|19
972|13|20
972|7|4
