1|1|1|3616|2017-04-14|10|0
2|1|1|3616|2017-04-14|5|0
3|1|1|3616|2017-04-14|7|0
4|1|1|3616|2017-04-14|6|0
5|1|1|3616|2017-04-14|3|0
6|1|1|3616|2017-04-14|16|0
7|1|1|3617|2017-04-14|13|0
8|1|1|3617|2017-04-14|4|0
9|1|1|3617|2017-04-14|12|0
10|1|1|3617|2017-04-14|22|0
11|1|1|3617|2017-04-14|5|0
12|1|1|3617|2017-04-14|10|0
13|1|1|3652|2017-04-14|21|0
14|1|1|3652|2017-04-14|5|0
15|1|1|3652|2017-04-14|8|0
16|1|1|3652|2017-04-14|11|0
17|1|1|3652|2017-04-14|16|0
18|1|1|3652|2017-04-14|3|0
19|1|1|3653|2017-04-14|6|0
20|1|1|3653|2017-04-14|20|0
21|1|1|3653|2017-04-14|1|0
22|1|1|3653|2017-04-14|15|0
23|1|1|3653|2017-04-14|9|0
24|1|1|3653|2017-04-14|6|0
25|1|1|3654|2017-04-14|13|0
26|1|1|3654|2017-04-14|17|0
27|1|1|3654|2017-04-14|10|0
28|1|1|3654|2017-04-14|9|0
29|1|1|3654|2017-04-14|14|0
30|1|1|3654|2017-04-14|6|0
31|1|1|3655|2017-04-14|21|0
32|1|1|3655|2017-04-14|20|0
33|1|1|3655|2017-04-14|9|0
34|1|1|3655|2017-04-14|12|0
35|1|1|3655|2017-04-14|22|0
36|1|1|3655|2017-04-14|18|0
37|1|1|3656|2017-04-14|5|0
38|1|1|3656|2017-04-14|20|0
39|1|1|3656|2017-04-14|6|0
40|1|1|3656|2017-04-14|22|0
41|1|1|3656|2017-04-14|23|0
42|1|1|3656|2017-04-14|21|0
43|1|1|3657|2017-04-14|22|0
44|1|1|3657|2017-04-14|7|0
45|1|1|3657|2017-04-14|14|0
46|1|1|3657|2017-04-14|12|0
47|1|1|3657|2017-04-14|14|0
48|1|1|3657|2017-04-14|22|0
49|1|1|3658|2017-04-14|8|0
50|1|1|3658|2017-04-14|17|0
51|1|1|3658|2017-04-14|11|0
52|1|1|3658|2017-04-14|12|0
53|1|1|3658|2017-04-14|23|0
54|1|1|3658|2017-04-14|22|0
55|1|1|3659|2017-04-14|11|0
56|1|1|3659|2017-04-14|17|0
57|1|1|3659|2017-04-14|20|0
58|1|1|3659|2017-04-14|1|0
59|1|1|3659|2017-04-14|6|0
60|1|1|3659|2017-04-14|7|0
61|1|1|3617|2017-04-15|6|0
62|1|1|3617|2017-04-15|8|0
63|1|1|3617|2017-04-15|3|0
64|1|1|3617|2017-04-15|13|0
65|1|1|3617|2017-04-15|7|0
66|1|1|3617|2017-04-15|20|0
67|1|1|3619|2017-04-15|3|0
68|1|1|3619|2017-04-15|7|0
69|1|1|3619|2017-04-15|20|0
70|1|1|3619|2017-04-15|21|0
71|1|1|3619|2017-04-15|14|0
72|1|1|3619|2017-04-15|3|0
73|1|1|3652|2017-04-15|6|0
74|1|1|3652|2017-04-15|5|0
75|1|1|3652|2017-04-15|17|0
76|1|1|3652|2017-04-15|22|0
77|1|1|3652|2017-04-15|18|0
78|1|1|3652|2017-04-15|10|0
79|1|1|3653|2017-04-15|1|0
80|1|1|3653|2017-04-15|21|0
81|1|1|3653|2017-04-15|9|0
82|1|1|3653|2017-04-15|3|0
83|1|1|3653|2017-04-15|7|0
84|1|1|3653|2017-04-15|16|0
85|1|1|3654|2017-04-15|4|0
86|1|1|3654|2017-04-15|11|0
87|1|1|3654|2017-04-15|7|0
88|1|1|3654|2017-04-15|16|0
89|1|1|3654|2017-04-15|9|0
90|1|1|3654|2017-04-15|19|0
91|1|1|3655|2017-04-15|6|0
92|1|1|3655|2017-04-15|1|0
93|1|1|3655|2017-04-15|18|0
94|1|1|3655|2017-04-15|18|0
95|1|1|3655|2017-04-15|23|0
96|1|1|3655|2017-04-15|3|0
97|1|1|3656|2017-04-15|24|0
98|1|1|3656|2017-04-15|24|0
99|1|1|3656|2017-04-15|11|0
100|1|1|3656|2017-04-15|3|0
101|1|1|3656|2017-04-15|12|0
102|1|1|3656|2017-04-15|8|0
103|1|1|3657|2017-04-15|19|0
104|1|1|3657|2017-04-15|22|0
105|1|1|3657|2017-04-15|21|0
106|1|1|3657|2017-04-15|4|0
107|1|1|3657|2017-04-15|19|0
108|1|1|3657|2017-04-15|13|0
109|1|1|3658|2017-04-15|11|0
110|1|1|3658|2017-04-15|2|0
111|1|1|3658|2017-04-15|12|0
112|1|1|3658|2017-04-15|3|0
113|1|1|3658|2017-04-15|23|0
114|1|1|3658|2017-04-15|11|0
115|1|1|3659|2017-04-15|14|0
116|1|1|3659|2017-04-15|4|0
117|1|1|3659|2017-04-15|5|0
118|1|1|3659|2017-04-15|20|0
119|1|1|3659|2017-04-15|9|0
120|1|1|3659|2017-04-15|8|0
121|1|1|3618|2017-04-16|23|0
122|1|1|3618|2017-04-16|22|0
123|1|1|3618|2017-04-16|14|0
124|1|1|3618|2017-04-16|21|0
125|1|1|3618|2017-04-16|7|0
126|1|1|3618|2017-04-16|17|0
127|1|1|3620|2017-04-16|23|0
128|1|1|3620|2017-04-16|11|0
129|1|1|3620|2017-04-16|8|0
130|1|1|3620|2017-04-16|5|0
131|1|1|3620|2017-04-16|15|0
132|1|1|3620|2017-04-16|8|0
133|1|1|3652|2017-04-16|18|0
134|1|1|3652|2017-04-16|16|0
135|1|1|3652|2017-04-16|23|0
136|1|1|3652|2017-04-16|12|0
137|1|1|3652|2017-04-16|16|0
138|1|1|3652|2017-04-16|12|0
139|1|1|3653|2017-04-16|14|0
140|1|1|3653|2017-04-16|14|0
141|1|1|3653|2017-04-16|8|0
142|1|1|3653|2017-04-16|24|0
143|1|1|3653|2017-04-16|20|0
144|1|1|3653|2017-04-16|13|0
145|1|1|3654|2017-04-16|14|0
146|1|1|3654|2017-04-16|14|0
147|1|1|3654|2017-04-16|4|0
148|1|1|3654|2017-04-16|20|0
149|1|1|3654|2017-04-16|21|0
150|1|1|3654|2017-04-16|5|0
151|1|1|3655|2017-04-16|12|0
152|1|1|3655|2017-04-16|21|0
153|1|1|3655|2017-04-16|11|0
154|1|1|3655|2017-04-16|5|0
155|1|1|3655|2017-04-16|2|0
156|1|1|3655|2017-04-16|14|0
157|1|1|3656|2017-04-16|24|0
158|1|1|3656|2017-04-16|7|0
159|1|1|3656|2017-04-16|12|0
160|1|1|3656|2017-04-16|8|0
161|1|1|3656|2017-04-16|11|0
162|1|1|3656|2017-04-16|7|0
163|1|1|3657|2017-04-16|4|0
164|1|1|3657|2017-04-16|12|0
165|1|1|3657|2017-04-16|9|0
166|1|1|3657|2017-04-16|18|0
167|1|1|3657|2017-04-16|7|0
168|1|1|3657|2017-04-16|8|0
169|1|1|3658|2017-04-16|19|0
170|1|1|3658|2017-04-16|1|0
171|1|1|3658|2017-04-16|8|0
172|1|1|3658|2017-04-16|7|0
173|1|1|3658|2017-04-16|3|0
174|1|1|3658|2017-04-16|8|0
175|1|1|3659|2017-04-16|13|0
176|1|1|3659|2017-04-16|23|0
177|1|1|3659|2017-04-16|18|0
178|1|1|3659|2017-04-16|16|0
179|1|1|3659|2017-04-16|5|0
180|1|1|3659|2017-04-16|12|0
181|1|1|3619|2017-04-17|1|0
182|1|1|3619|2017-04-17|16|0
183|1|1|3619|2017-04-17|5|0
184|1|1|3619|2017-04-17|18|0
185|1|1|3619|2017-04-17|10|0
186|1|1|3619|2017-04-17|19|0
187|1|1|3621|2017-04-17|6|0
188|1|1|3621|2017-04-17|23|0
189|1|1|3621|2017-04-17|10|0
190|1|1|3621|2017-04-17|2|0
191|1|1|3621|2017-04-17|5|0
192|1|1|3621|2017-04-17|7|0
193|1|1|3652|2017-04-17|21|0
194|1|1|3652|2017-04-17|18|0
195|1|1|3652|2017-04-17|15|0
196|1|1|3652|2017-04-17|9|0
197|1|1|3652|2017-04-17|6|0
198|1|1|3652|2017-04-17|16|0
199|1|1|3653|2017-04-17|22|0
200|1|1|3653|2017-04-17|23|0
201|1|1|3653|2017-04-17|10|0
202|1|1|3653|2017-04-17|1|0
203|1|1|3653|2017-04-17|20|0
204|1|1|3653|2017-04-17|11|0
205|1|1|3654|2017-04-17|16|0
206|1|1|3654|2017-04-17|23|0
207|1|1|3654|2017-04-17|3|0
208|1|1|3654|2017-04-17|12|0
209|1|1|3654|2017-04-17|23|0
210|1|1|3654|2017-04-17|13|0
211|1|1|3655|2017-04-17|22|0
212|1|1|3655|2017-04-17|24|0
213|1|1|3655|2017-04-17|11|0
214|1|1|3655|2017-04-17|19|0
215|1|1|3655|2017-04-17|16|0
216|1|1|3655|2017-04-17|3|0
217|1|1|3656|2017-04-17|6|0
218|1|1|3656|2017-04-17|5|0
219|1|1|3656|2017-04-17|7|0
220|1|1|3656|2017-04-17|22|0
221|1|1|3656|2017-04-17|15|0
222|1|1|3656|2017-04-17|14|0
223|1|1|3657|2017-04-17|20|0
224|1|1|3657|2017-04-17|3|0
225|1|1|3657|2017-04-17|2|0
226|1|1|3657|2017-04-17|10|0
227|1|1|3657|2017-04-17|2|0
228|1|1|3657|2017-04-17|13|0
229|1|1|3658|2017-04-17|20|0
230|1|1|3658|2017-04-17|24|0
231|1|1|3658|2017-04-17|1|0
232|1|1|3658|2017-04-17|4|0
233|1|1|3658|2017-04-17|9|0
234|1|1|3658|2017-04-17|15|0
235|1|1|3659|2017-04-17|22|0
236|1|1|3659|2017-04-17|6|0
237|1|1|3659|2017-04-17|19|0
238|1|1|3659|2017-04-17|24|0
239|1|1|3659|2017-04-17|9|0
240|1|1|3659|2017-04-17|17|0
241|1|1|3620|2017-04-18|9|0
242|1|1|3620|2017-04-18|24|0
243|1|1|3620|2017-04-18|2|0
244|1|1|3620|2017-04-18|12|0
245|1|1|3620|2017-04-18|2|0
246|1|1|3620|2017-04-18|9|0
247|1|1|3622|2017-04-18|24|0
248|1|1|3622|2017-04-18|6|0
249|1|1|3622|2017-04-18|4|0
250|1|1|3622|2017-04-18|15|0
251|1|1|3622|2017-04-18|16|0
252|1|1|3622|2017-04-18|6|0
253|1|1|3652|2017-04-18|14|0
254|1|1|3652|2017-04-18|5|0
255|1|1|3652|2017-04-18|14|0
256|1|1|3652|2017-04-18|9|0
257|1|1|3652|2017-04-18|6|0
258|1|1|3652|2017-04-18|10|0
259|1|1|3653|2017-04-18|11|0
260|1|1|3653|2017-04-18|10|0
261|1|1|3653|2017-04-18|15|0
262|1|1|3653|2017-04-18|6|0
263|1|1|3653|2017-04-18|20|0
264|1|1|3653|2017-04-18|12|0
265|1|1|3654|2017-04-18|11|0
266|1|1|3654|2017-04-18|14|0
267|1|1|3654|2017-04-18|2|0
268|1|1|3654|2017-04-18|3|0
269|1|1|3654|2017-04-18|9|0
270|1|1|3654|2017-04-18|15|0
271|1|1|3655|2017-04-18|19|0
272|1|1|3655|2017-04-18|17|0
273|1|1|3655|2017-04-18|3|0
274|1|1|3655|2017-04-18|23|0
275|1|1|3655|2017-04-18|13|0
276|1|1|3655|2017-04-18|12|0
277|1|1|3656|2017-04-18|7|0
278|1|1|3656|2017-04-18|7|0
279|1|1|3656|2017-04-18|18|0
280|1|1|3656|2017-04-18|20|0
281|1|1|3656|2017-04-18|24|0
282|1|1|3656|2017-04-18|12|0
283|1|1|3657|2017-04-18|20|0
284|1|1|3657|2017-04-18|11|0
285|1|1|3657|2017-04-18|16|0
286|1|1|3657|2017-04-18|21|0
287|1|1|3657|2017-04-18|23|0
288|1|1|3657|2017-04-18|13|0
289|1|1|3658|2017-04-18|12|0
290|1|1|3658|2017-04-18|23|0
291|1|1|3658|2017-04-18|13|0
292|1|1|3658|2017-04-18|14|0
293|1|1|3658|2017-04-18|12|0
294|1|1|3658|2017-04-18|20|0
295|1|1|3659|2017-04-18|10|0
296|1|1|3659|2017-04-18|3|0
297|1|1|3659|2017-04-18|22|0
298|1|1|3659|2017-04-18|3|0
299|1|1|3659|2017-04-18|13|0
300|1|1|3659|2017-04-18|24|0
301|2|1|3616|2017-04-14|16|0
302|2|1|3616|2017-04-14|18|0
303|2|1|3616|2017-04-14|6|0
304|2|1|3616|2017-04-14|8|0
305|2|1|3616|2017-04-14|8|0
306|2|1|3616|2017-04-14|19|0
307|2|1|3618|2017-04-14|22|0
308|2|1|3618|2017-04-14|1|0
309|2|1|3618|2017-04-14|4|0
310|2|1|3618|2017-04-14|17|0
311|2|1|3618|2017-04-14|15|0
312|2|1|3618|2017-04-14|17|0
313|2|1|3652|2017-04-14|14|0
314|2|1|3652|2017-04-14|24|0
315|2|1|3652|2017-04-14|21|0
316|2|1|3652|2017-04-14|22|0
317|2|1|3652|2017-04-14|17|0
318|2|1|3652|2017-04-14|2|0
319|2|1|3653|2017-04-14|16|0
320|2|1|3653|2017-04-14|16|0
321|2|1|3653|2017-04-14|7|0
322|2|1|3653|2017-04-14|17|0
323|2|1|3653|2017-04-14|14|0
324|2|1|3653|2017-04-14|11|0
325|2|1|3654|2017-04-14|23|0
326|2|1|3654|2017-04-14|6|0
327|2|1|3654|2017-04-14|15|0
328|2|1|3654|2017-04-14|17|0
329|2|1|3654|2017-04-14|20|0
330|2|1|3654|2017-04-14|19|0
331|2|1|3655|2017-04-14|2|0
332|2|1|3655|2017-04-14|17|0
333|2|1|3655|2017-04-14|1|0
334|2|1|3655|2017-04-14|19|0
335|2|1|3655|2017-04-14|4|0
336|2|1|3655|2017-04-14|16|0
337|2|1|3656|2017-04-14|9|0
338|2|1|3656|2017-04-14|4|0
339|2|1|3656|2017-04-14|24|0
340|2|1|3656|2017-04-14|18|0
341|2|1|3656|2017-04-14|3|0
342|2|1|3656|2017-04-14|6|0
343|2|1|3657|2017-04-14|2|0
344|2|1|3657|2017-04-14|21|0
345|2|1|3657|2017-04-14|10|0
346|2|1|3657|2017-04-14|3|0
347|2|1|3657|2017-04-14|22|0
348|2|1|3657|2017-04-14|11|0
349|2|1|3658|2017-04-14|2|0
350|2|1|3658|2017-04-14|19|0
351|2|1|3658|2017-04-14|22|0
352|2|1|3658|2017-04-14|18|0
353|2|1|3658|2017-04-14|22|0
354|2|1|3658|2017-04-14|10|0
355|2|1|3659|2017-04-14|8|0
356|2|1|3659|2017-04-14|1|0
357|2|1|3659|2017-04-14|15|0
358|2|1|3659|2017-04-14|16|0
359|2|1|3659|2017-04-14|5|0
360|2|1|3659|2017-04-14|9|0
361|2|1|3617|2017-04-15|15|0
362|2|1|3617|2017-04-15|6|0
363|2|1|3617|2017-04-15|22|0
364|2|1|3617|2017-04-15|13|0
365|2|1|3617|2017-04-15|20|0
366|2|1|3617|2017-04-15|24|0
367|2|1|3619|2017-04-15|18|0
368|2|1|3619|2017-04-15|16|0
369|2|1|3619|2017-04-15|15|0
370|2|1|3619|2017-04-15|19|0
371|2|1|3619|2017-04-15|2|0
372|2|1|3619|2017-04-15|18|0
373|2|1|3652|2017-04-15|12|0
374|2|1|3652|2017-04-15|12|0
375|2|1|3652|2017-04-15|13|0
376|2|1|3652|2017-04-15|14|0
377|2|1|3652|2017-04-15|21|0
378|2|1|3652|2017-04-15|10|0
379|2|1|3653|2017-04-15|23|0
380|2|1|3653|2017-04-15|3|0
381|2|1|3653|2017-04-15|7|0
382|2|1|3653|2017-04-15|9|0
383|2|1|3653|2017-04-15|4|0
384|2|1|3653|2017-04-15|21|0
385|2|1|3654|2017-04-15|13|0
386|2|1|3654|2017-04-15|4|0
387|2|1|3654|2017-04-15|11|0
388|2|1|3654|2017-04-15|7|0
389|2|1|3654|2017-04-15|11|0
390|2|1|3654|2017-04-15|6|0
391|2|1|3655|2017-04-15|21|0
