851|534
52|345
751|1360
65|854
870|3610
363|949
506|2153
250|2400
538|473
386|740
291|1221
938|2821
10|1541
842|1408
455|1523
851|3120
411|1677
564|693
168|1376
515|2605
890|3565
915|2955
561|3225
677|69
239|3502
399|3527
201|807
218|1669
752|2108
701|2525
591|1678
846|67
884|855
285|1649
221|561
299|3483
914|2863
678|633
507|2053
347|438
702|2077
461|2178
625|273
556|76
409|3001
77|552
771|1251
79|3504
611|103
43|782
913|176
552|798
924|511
940|935
332|219
795|2244
99|2072
144|3422
131|3457
375|228
88|335
454|179
695|875
781|1041
259|2403
744|656
357|3579
610|1690
84|2213
534|2643
615|1008
231|516
45|2764
150|613
382|2636
302|647
882|2590
797|2335
505|2166
390|3468
514|1198
912|2506
756|496
632|844
889|89
660|2026
796|1493
865|1455
324|2778
370|1344
543|2262
157|3540
137|815
286|2813
39|35
300|2318
215|2267
680|1333
211|1711
629|2385
389|1437
600|2774
639|2648
914|1454
655|493
365|1781
639|2112
247|2432
832|1753
159|3462
492|1061
765|824
716|2677
613|947
436|1682
727|1801
517|1537
435|2777
400|357
403|1703
137|3305
320|2794
279|2417
217|245
777|1784
455|3487
728|1611
367|447
333|821
841|2922
620|2302
103|817
634|1371
141|797
633|241
346|2560
515|1924
875|2879
515|1442
575|435
93|1578
398|3440
518|2596
351|2834
191|1585
533|2989
726|992
738|3604
465|2044
858|1423
37|1508
860|2648
644|2438
522|2933
98|727
804|3275
459|1468
799|40
349|1683
298|3374
168|853
258|1234
3|164
436|2810
441|613
254|23
396|3341
114|953
916|312
923|3304
684|2130
173|1004
347|2406
384|1047
415|1600
598|687
737|1679
467|2939
76|1824
364|904
776|3410
98|2119
507|436
915|3273
842|935
428|1337
295|3217
599|3048
446|1071
949|2548
389|1582
130|1075
391|2170
960|3028
17|3382
909|159
242|3088
806|1088
417|694
357|2602
438|1699
674|2373
263|884
582|1370
545|1405
602|2713
305|2206
764|2627
928|196
647|1305
197|2878
73|1743
776|2712
446|1116
485|1731
37|3128
586|1409
748|3220
742|922
571|347
796|2486
695|1572
603|966
253|3206
532|660
564|1425
383|1563
555|3397
787|479
433|2099
78|1667
314|1118
95|273
870|2769
7|688
375|84
245|3214
847|472
62|3582
700|2294
886|1639
80|1020
154|2441
636|2226
126|2895
481|1388
780|1272
250|1927
145|1908
756|566
760|2274
558|107
394|1016
842|991
323|1896
232|2566
120|1042
221|1453
343|1917
193|2791
219|1936
911|3196
860|115
346|96
561|3221
388|200
810|1482
403|1665
857|3118
353|1709
220|3514
890|427
116|1237
851|1108
656|2458
881|1902
663|2740
331|2622
679|1624
629|601
258|3348
306|2977
786|1736
851|467
51|580
16|386
906|1976
382|1583
636|1528
433|2367
592|925
422|790
692|1340
695|2508
351|3361
551|2428
188|79
761|2005
435|3041
116|2694
584|1121
667|971
134|3174
52|1679
666|2677
313|711
88|1530
454|191
330|798
293|1057
265|1134
699|1728
405|3025
55|791
948|1277
79|570
276|3017
695|2378
575|2370
907|1403
188|2511
597|2214
219|3306
744|2006
925|99
255|1164
949|772
844|299
640|1461
490|2807
737|2571
537|2600
183|2872
602|1525
822|46
25|1126
422|856
236|2769
92|2912
155|724
841|2982
934|1619
970|1523
98|2136
145|2118
877|2201
461|368
342|1416
168|1663
520|3070
102|742
564|2235
627|2648
646|1264
248|212
148|2854
232|3530
151|3052
950|3517
220|80
398|861
212|1900
849|1647
277|797
819|2036
75|1689
227|2841
798|1946
477|442
295|554
957|351
496|738
643|1778
414|2976
453|1947
27|1273
627|2492
861|954
741|3455
567|1863
680|3251
588|2430
240|2185
12|892
290|3486
262|2893
252|2331
113|2653
774|79
534|1185
22|1847
712|2563
706|3370
581|1165
520|643
432|685
781|2207
243|2640
582|2921
215|2373
373|1799
755|3352
410|97
108|2834
963|1204
724|2380
917|2134
15|1613
433|190
875|2425
916|2657
35|3540
612|3099
2|1768
930|2538
796|1402
149|2375
198|3136
613|845
663|685
275|764
521|3466
645|1820
515|1847
41|1235
306|1477
408|1480
279|3105
757|3338
872|1268
109|124
317|2592
938|1277
799|92
963|79
109|183
382|3445
167|2861
746|3228
333|1347
642|3351
258|2098
290|2991
458|191
514|96
275|3590
679|2474
935|1381
425|390
521|1579
97|337
459|3486
419|897
616|16
646|76
523|1271
74|2770
830|3144
252|1732
885|2540
560|1522
141|1660
717|3429
583|1968
818|2507
255|453
299|757
571|3060
894|2105
234|3285
236|1303
54|2473
673|841
126|737
647|1653
131|2940
293|491
852|2175
621|1093
373|2842
921|2544
640|2590
56|865
944|541
204|1256
454|878
786|2424
691|2677
779|741
169|2507
457|1827
475|2960
527|788
431|1306
19|2360
724|3026
287|3064
502|2425
571|1926
41|2686
848|295
684|1875
361|1571
114|444
441|2188
685|742
637|2586
859|1927
217|921
611|920
5|3608
771|2627
870|3564
458|458
707|2521
931|428
792|2028
578|2893
199|3065
430|3304
891|1603
492|442
913|2189
306|2987
171|2738
360|1875
647|3232
58|1259
370|1056
703|3405
63|65
738|798
693|459
265|533
721|1377
722|2656
83|1758
651|3571
332|2801
171|1971
776|2593
166|2722
586|3518
610|2769
885|39
725|1995
813|1523
103|2574
476|2608
189|1524
750|2599
140|3447
783|539
28|1611
313|3526
34|319
887|3057
893|3101
650|1251
946|2992
827|3542
6|747
882|2769
961|2728
773|1216
205|2092
586|1241
223|3061
809|814
61|2546
466|3134
512|1706
130|1228
139|2988
172|1204
484|989
543|798
956|1915
103|2577
394|1194
