10|2992
21|230
4|1487
35|2194
67|1762
22|789
99|2532
40|3263
20|2892
38|2709
3|1212
76|225
59|3024
32|2647
46|1487
59|119
85|2662
45|2412
73|1343
52|3092
21|213
75|438
60|3271
38|1917
12|2217
58|2870
29|2324
17|511
47|501
11|3481
45|2812
18|3363
88|957
93|2759
50|1111
4|2681
73|1838
100|2775
33|1768
21|2161
60|528
87|1430
83|1541
57|2614
27|3408
80|3382
93|1476
90|959
71|1614
50|3023
72|962
36|3037
27|1825
90|2082
32|3153
100|574
100|71
17|2129
11|404
37|3194
64|1108
76|1549
33|588
89|3445
46|3140
78|229
52|3482
33|3095
51|257
85|2147
56|2882
42|132
16|1642
46|3521
47|71
64|3228
30|3431
53|1588
35|1920
54|2292
75|1854
70|1724
44|2927
94|648
73|3349
18|1071
28|2380
62|607
76|2176
49|32
42|1419
81|2537
10|662
41|1084
52|870
72|3228
42|899
94|2768
1|128
31|2699
39|2328
49|146
56|1473
21|502
85|3531
20|205
6|3080
26|1515
68|262
95|1027
66|2004
5|1119
38|2328
77|1232
11|1286
76|2780
73|1040
26|2547
64|3183
7|1153
72|3052
26|3195
77|1449
59|78
18|1050
92|2093
90|2220
33|2657
23|2067
74|778
35|1468
58|1873
43|967
75|831
91|2173
7|2096
93|3087
57|1613
4|3214
35|2161
70|1501
9|3354
30|2490
65|1194
10|3197
40|281
71|940
9|553
48|3460
48|870
19|1028
14|1173
21|225
85|2266
53|3461
25|635
98|2715
30|2810
40|3082
21|2727
19|474
1|268
6|2838
54|1307
65|3307
52|2185
36|2065
90|889
26|2891
60|3408
8|2364
11|3411
84|1985
86|2813
59|3380
32|823
56|868
43|3602
27|1574
46|780
57|462
94|3599
28|1802
42|1817
19|2733
14|83
61|1148
93|70
64|3495
91|3242
49|1303
62|3182
63|103
7|3357
36|1156
66|3564
10|1413
84|1972
78|845
16|448
101|2622
59|2902
50|353
71|2732
4|650
90|3431
54|3524
86|2260
21|752
48|2122
1|328
98|2683
26|2036
71|1273
89|1979
35|1845
86|2207
96|3454
44|1496
52|1352
62|2703
82|3142
100|2041
69|2492
49|3007
58|527
26|1488
6|3094
28|270
10|2499
52|2532
64|1080
91|1891
68|443
78|2255
78|2963
68|2550
9|1707
39|3315
59|2146
70|439
88|1212
95|589
2|631
71|2179
35|2124
56|3033
38|2744
34|1743
76|403
28|3486
64|3230
86|2909
51|403
71|976
40|2164
25|3608
28|684
98|2034
23|1270
62|1645
49|3460
21|2381
25|2381
57|1655
97|673
94|1190
85|932
24|979
78|321
25|2679
11|3576
91|1597
101|2619
44|3584
30|2324
42|2198
65|1589
39|2040
39|2386
96|2875
85|1381
60|2265
97|2412
65|2470
35|1322
66|521
60|3270
6|1577
86|2146
99|2872
2|2254
97|2777
39|2224
39|1834
39|3585
63|968
25|3563
11|693
101|3654
102|3657
103|3638
